    0, 2042
    1, 2029
    2, 2036
    3, 2028
    4, 2036
    5, 2018
    6, 2032
    7, 2031
    8, 2036
    9, 2020
   10, 2032
   11, 2022
   12, 2036
   13, 2028
   14, 2031
   15, 2038
   16, 2028
   17, 2040
   18, 2035
   19, 2034
   20, 2032
   21, 2029
   22, 2023
   23, 2029
   24, 2031
   25, 2024
   26, 2034
   27, 2030
   28, 2024
   29, 2536
   30, 4095
   31, 2040
   32,    0
   33, 4095
   34, 4095
   35,    0
   36,    0
   37, 4095
   38, 2042
   39,    0
   40,    0
   41,    0
   42, 1768
   43,    0
   44,    0
   45,    0
   46,    0
   47, 2599
   48, 4095
   49, 4095
   50, 4095
   51, 4095
   52, 4095
   53, 4095
   54, 2038
   55, 1115
   56, 4095
   57, 4095
   58,    0
   59,    0
   60, 4095
   61, 4095
   62,    0
   63,    0
   64,    0
   65,    0
   66,    0
   67,    0
   68, 3684
   69, 2043
   70,    0
   71,    0
   72,    0
   73, 4095
   74, 4095
   75, 4095
   76, 4095
   77, 4095
   78, 1538
   79, 1990
   80,    0
   81,    0
   82,    0
   83,    0
   84,    0
   85, 1663
   86,    0
   87,    0
   88, 4095
   89, 4095
   90, 4095
   91, 4095
   92, 4095
   93, 4095
   94, 4095
   95, 4095
   96,    0
   97,    0
   98,    0
   99,    0
  100,    0
  101,    0
  102,    0
  103,  629
  104, 4095
  105, 4095
  106, 4095
  107, 4095
  108, 4095
  109, 4095
  110, 2081
  111,    0
  112,    0
  113,    0
  114, 4095
  115, 2056
  116,    0
  117,  957
  118, 4095
  119, 2041
  120,    0
  121,    0
  122,    0
  123,    0
  124,    0
  125,    0
  126, 4095
  127, 4095
  128, 4095
  129, 4095
  130, 4095
  131, 4095
  132, 4095
  133, 4095
  134, 2041
  135,    0
  136,    0
  137,    0
  138,    0
  139,    0
  140,    0
  141,    0
  142,   92
  143, 4095
  144, 4095
  145, 4095
  146, 4095
  147, 2768
  148, 4095
  149, 2043
  150,    0
  151,    0
  152,    0
  153,    0
  154,    0
  155,    0
  156,    0
  157, 4095
  158, 4095
  159, 4095
  160, 4095
  161, 4095
  162, 4095
  163, 2041
  164,    0
  165,    0
  166,    0
  167,    0
  168,    0
  169, 4095
  170, 4095
  171, 2046
  172,    0
  173,    0
  174, 3449
  175, 2514
  176, 4095
  177, 4095
  178,  247
  179,    0
  180,    0
  181, 1666
  182, 4095
  183, 4095
  184, 4095
  185, 4095
  186, 4095
  187, 2039
  188,    0
  189,    0
  190,    0
  191,    0
  192,    0
  193,    0
  194,    0
  195, 4095
  196, 4095
  197, 4095
  198, 4095
  199, 4095
  200, 4095
  201, 4095
  202, 2040
  203,    0
  204,    0
  205,    0
  206,    0
  207,    0
  208,    0
  209,    0
  210,  282
  211, 4095
  212, 4095
  213, 4095
  214, 4095
  215, 4095
  216, 2039
  217,    0
  218,    0
  219,    0
  220,    0
  221,    0
  222,    0
  223,    0
  224,    0
  225,    0
  226,    0
  227,    0
  228, 4095
  229, 4095
  230, 4095
  231, 4095
  232, 4095
  233, 4095
  234, 4095
  235, 1951
  236,    0
  237, 4095
  238, 4095
  239, 2036
  240,    0
  241,    0
  242,    0
  243,    0
  244,    0
  245,    0
  246, 4095
  247, 4095
  248, 2686
  249,  503
  250, 1306
  251, 4095
  252, 4095
  253, 2036
  254,    0
  255, 4095
  256, 4095
  257, 4095
  258,    0
  259,    0
  260,    0
  261, 3078
  262, 2681
  263, 1794
  264, 1295
  265,    0
  266,  648
  267, 3969
  268, 4095
  269, 4095
  270, 3939
  271,    0
  272,    0
  273, 3105
  274,    0
  275,    0
  276, 4095
  277, 4095
  278, 4095
  279,  354
  280,    0
  281,    0
  282, 2264
  283,    0
  284,    0
  285,    0
  286,    0
  287,    0
  288,    0
  289, 4095
  290, 4095
  291, 4095
  292, 4095
  293, 4095
  294, 4095
  295, 4095
  296, 4095
  297,    0
  298,    0
  299,    0
  300,    0
  301,    0
  302,    0
  303,    0
  304,    0
  305,    0
  306,    0
  307, 4095
  308, 4095
  309, 4095
  310, 4095
  311, 4095
  312, 4095
  313,  603
  314,    0
  315,    0
  316, 4095
  317, 4095
  318, 2042
  319,    0
  320,    0
  321, 4095
  322, 4095
  323, 4095
  324,  732
  325,    0
  326,    0
  327,    0
  328,    0
  329,    0
  330,    0
  331, 2242
  332, 4095
  333, 2652
  334, 1758
  335, 4095
  336, 4095
  337, 4049
  338, 1716
  339, 2420
  340, 3644
  341, 3534
  342, 1490
  343, 1558
  344, 2883
  345, 1214
  346,  469
  347, 2069
  348, 3296
  349, 4095
  350, 3150
  351,  150
  352,    0
  353,    0
  354,  945
  355, 4095
  356, 2027
  357,    0
  358,    0
  359, 4095
  360, 4095
  361, 4095
  362, 2019
  363, 4095
  364, 4095
  365, 1722
  366,    0
  367,    0
  368, 1231
  369,   91
  370,    0
  371,    0
  372, 3453
  373, 2734
  374,  612
  375, 3055
  376, 4095
  377, 4095
  378, 4095
  379, 3311
  380, 3943
  381, 4095
  382, 1764
  383, 1854
  384, 2033
  385,    0
  386,    0
  387,    0
  388, 1558
  389, 1782
  390,    0
  391,    0
  392,    0
  393, 4095
  394, 4095
  395, 4095
  396, 3909
  397, 4095
  398, 4095
  399, 4095
  400,    0
  401,    0
  402, 4095
  403, 4095
  404, 4095
  405,    0
  406,    0
  407,    0
  408,    0
  409,    0
  410,    0
  411,  316
  412,   41
  413,    0
  414,    0
  415, 4095
  416, 4095
  417, 4095
  418, 4095
  419, 4095
  420, 4095
  421, 4095
  422,    0
  423,    0
  424,    0
  425,    0
  426,    0
  427,    0
  428,    0
  429, 4095
  430, 4095
  431, 4095
  432, 3220
  433, 4095
  434, 2048
  435,    0
  436,    0
  437,  731
  438,  892
  439,    0
  440,    0
  441,    0
  442, 3119
  443, 4095
  444, 4095
  445, 4095
  446, 3724
  447, 2539
  448, 3454
  449, 2512
  450,    0
  451,    0
  452, 1320
  453, 4095
  454, 4095
  455, 4095
  456, 2999
  457, 2181
  458, 2396
  459,    0
  460,    0
  461,    0
  462,    0
  463,    0
  464,    0
  465,    0
  466, 4095
  467, 4095
  468, 4095
  469, 4095
  470, 4095
  471, 4095
  472, 4095
  473, 2042
  474,    0
  475,    0
  476,    0
  477,    0
  478,    0
  479,    0
  480,    0
  481, 4095
  482, 4095
  483, 4095
  484, 4095
  485, 4095
  486, 4095
  487, 4095
  488,    0
  489,    0
  490,    0
  491,    0
  492,    0
  493,    0
  494,    0
  495, 1501
  496, 4095
  497, 4095
  498, 3697
  499, 2796
  500, 3582
  501, 4095
  502, 4095
  503, 4060
  504, 4095
  505, 4095
  506, 4095
  507, 4095
  508, 4095
  509, 2774
  510,    0
  511,    0
  512,    0
  513,    0
  514,    0
  515,    0
  516,    0
  517,    0
  518, 3719
  519, 4095
  520, 4095
  521, 4095
  522, 4095
  523, 4095
  524, 4095
  525, 4095
  526, 2042
  527,    0
  528,    0
  529,    0
  530,    0
  531,    0
  532,    0
  533,    0
  534, 4095
  535, 4095
  536, 4095
  537, 4095
  538, 4095
  539, 4095
  540, 4095
  541, 4095
  542, 3375
  543,    0
  544,    0
  545,    0
  546,    0
  547,    0
  548,    0
  549,    0
  550,    0
  551, 1747
  552, 4095
  553, 4095
  554, 4095
  555, 4095
  556, 4095
  557, 4095
  558, 4095
  559, 3839
  560,  297
  561,    0
  562,    0
  563,    0
  564,    0
  565,    0
  566,    0
  567,    0
  568,    0
  569, 4095
  570, 4095
  571, 4095
  572, 4095
  573, 4095
  574, 4095
  575, 4095
  576, 3856
  577,    0
  578,    0
  579,    0
  580,    0
  581,    0
  582,    0
  583,    0
  584, 4095
  585, 4095
  586, 4095
  587, 4095
  588, 4095
  589, 4095
  590, 4095
  591, 4095
  592, 2031
  593,    0
  594,    0
  595,    0
  596,    0
  597,    0
  598,    0
  599,    0
  600, 1734
  601, 4095
  602, 4095
  603, 4095
  604, 4095
  605, 4095
  606, 4095
  607, 4095
  608, 4095
  609, 4095
  610, 1740
  611,    0
  612,    0
  613,    0
  614,    0
  615,    0
  616,    0
  617,    0
  618,    0
  619, 4095
  620, 4095
  621, 4095
  622, 4095
  623, 4095
  624, 4095
  625, 4095
  626, 4095
  627, 2814
  628,    0
  629,    0
  630,    0
  631,    0
  632,    0
  633,    0
  634,    0
  635,    0
  636, 4095
  637, 4095
  638, 4095
  639, 4095
  640, 4095
  641, 4095
  642, 4095
  643, 4095
  644, 2466
  645,    0
  646,    0
  647,    0
  648,    0
  649,    0
  650,    0
  651,    0
  652,    0
  653, 3729
  654, 4095
  655, 4095
  656, 4095
  657, 4095
  658, 4095
  659, 4095
  660, 4095
  661, 2561
  662,    0
  663,    0
  664,    0
  665,    0
  666,    0
  667,    0
  668,    0
  669,    0
  670,    0
  671, 3793
  672, 4095
  673, 4095
  674, 4095
  675, 4095
  676, 4095
  677, 4095
  678, 4095
  679, 1909
  680,    0
  681,    0
  682,    0
  683,    0
  684,    0
  685,    0
  686, 1337
  687, 4095
  688, 4095
  689, 4095
  690, 4095
  691, 4095
  692, 4095
  693, 4095
  694,  330
  695,    0
  696,    0
  697,    0
  698,    0
  699,    0
  700,    0
  701,  178
  702, 3052
  703, 3402
  704, 4095
  705, 4095
  706, 4095
  707, 4095
  708, 4095
  709, 4095
  710, 3538
  711, 3098
  712, 1359
  713,    0
  714,    0
  715,    0
  716,    0
  717,    0
  718,    0
  719,    0
  720, 1314
  721, 4095
  722, 4095
  723, 4095
  724, 4095
  725, 4095
  726, 4095
  727, 4095
  728, 3396
  729, 1400
  730,    0
  731,    0
  732,    0
  733,    0
  734,    0
  735,    0
  736,    0
  737, 2049
  738, 4095
  739, 4095
  740, 4095
  741, 4095
  742, 4095
  743, 4095
  744, 4095
  745, 2640
  746,    0
  747,    0
  748,   70
  749,    0
  750,    0
  751,    0
  752,  133
  753, 2085
  754, 2430
  755, 3614
  756, 4095
  757, 4095
  758, 4095
  759, 3781
  760, 3093
  761, 1627
  762,  929
  763, 1406
  764,  638
  765,    0
  766,    0
  767,  440
  768, 1748
  769, 2908
  770, 4095
  771, 4095
  772, 4095
  773, 4095
  774, 2783
  775, 1486
  776, 2970
  777, 3380
  778,  745
  779,    0
  780,    0
  781,    0
  782, 2079
  783, 1709
  784,  212
  785,  570
  786, 3510
  787, 4095
  788, 3799
  789, 2972
  790, 4095
  791, 4095
  792, 3070
  793, 1284
  794, 1565
  795, 2914
  796, 2518
  797,    0
  798,    0
  799,    0
  800,  744
  801,    0
  802,    0
  803, 1473
  804, 4095
  805, 4095
  806, 4095
  807, 4095
  808, 4095
  809, 4095
  810, 4095
  811, 1958
  812,    0
  813,  174
  814, 1119
  815,  616
  816,    0
  817,    0
  818,    0
  819, 1494
  820, 2913
  821, 3534
  822, 4008
  823, 4095
  824, 4095
  825, 4095
  826, 4095
  827, 4095
  828, 2803
  829,    0
  830,    0
  831,    0
  832,    0
  833,    0
  834,  385
  835, 3351
  836, 4095
  837, 3533
  838, 2310
  839, 3553
  840, 4095
  841, 4095
  842, 2537
  843,  189
  844,    0
  845,    0
  846,    0
  847,    0
  848,  600
  849, 3346
  850, 2286
  851,  482
  852, 1278
  853, 4095
  854, 4095
  855, 4095
  856, 4095
  857, 4095
  858, 4095
  859, 4010
  860,  105
  861,    0
  862,    0
  863,    0
  864,    0
  865,    0
  866,    0
  867,    0
  868,   80
  869, 1999
  870, 4095
  871, 4095
  872, 4095
  873, 4095
  874, 4095
  875, 4095
  876, 4095
  877, 3152
  878, 1430
  879,    0
  880,    0
  881,    0
  882,    0
  883,    0
  884, 1728
  885, 2167
  886, 1824
  887, 3615
  888, 4095
  889, 4095
  890, 4095
  891, 4095
  892, 4095
  893, 3980
  894,  691
  895,    0
  896,    0
  897,    0
  898,    0
  899,    0
  900,    0
  901,    0
  902, 4095
  903, 4095
  904, 4095
  905, 4095
  906, 4095
  907, 4095
  908, 4095
  909, 3317
  910, 2020
  911,  255
  912,    0
  913,    0
  914,    0
  915,    0
  916,    0
  917, 1507
  918, 2739
  919, 3591
  920, 4095
  921, 4095
  922, 4095
  923, 4095
  924, 4095
  925, 4095
  926, 1747
  927,  427
  928,    0
  929,    0
  930,    0
  931,    0
  932,    0
  933,    0
  934,    0
  935, 2385
  936, 4095
  937, 4095
  938, 4095
  939, 4095
  940, 4095
  941, 4095
  942, 4095
  943, 2808
  944,  465
  945,    0
  946,    0
  947,    0
  948,    0
  949,    0
  950,    0
  951,    0
  952, 1948
  953, 4095
  954, 4095
  955, 4095
  956, 4095
  957, 4095
  958, 4095
